country,country_code,Year,unemployment_rate,GDP,region,Population
Lower middle income,LMC,2019,5.631349755,4.070698133,Other,2928617292
Low & middle income,LMY,2019,5.860904625,4.136591408,Other,6243849229
Lesotho,LSO,2019,16.876,-1.417993831,Africa,2209405
Late-demographic dividend,LTE,2019,5.185184721,4.745541394,Europe,2309164437
Lithuania,LTU,2019,6.255,4.677351835,Europe,2811089
Luxembourg,LUX,2019,5.592,2.749319291,Europe,620001
Latvia,LVA,2019,6.312,0.675372772,Europe,1913822
"Macao SAR, China",MAC,2019,1.749,-2.56341515,Africa,672000
Morocco,MAR,2019,9.194,2.890974761,Africa,36210898
Moldova,MDA,2019,1.466,3.552314085,Europe,2664224
Madagascar,MDG,2019,2.469,4.411232129,Europe,28219554
Maldives,MDV,2019,4.562,6.923059808,Europe,487731
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2019,8.334642438,1.486010942,Europe,742714463
Mexico,MEX,2019,3.477,-0.392690505,Europe,125762982
Middle income,MIC,2019,5.886047408,4.145015186,Other,5698868246
North Macedonia,MKD,2019,17.414,3.910419538,Europe,1876262
Mali,MLI,2019,3.29,4.999999117,Africa,21068405
Malta,MLT,2019,3.616,4.084706028,Africa,503912
Myanmar,MMR,2019,0.407,6.579110068,Asia,52640713
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2019,9.068633589,1.219077449,Asia,680490997
Montenegro,MNE,2019,15.128,4.062944992,Asia,626753
Mongolia,MNG,2019,9.269,5.602244221,Asia,3267673
Mozambique,MOZ,2019,3.646,2.317813948,Asia,29884380
Mauritania,MRT,2019,10.416,3.141004893,Africa,4467708
Mauritius,MUS,2019,6.331,2.891284993,Africa,1265985
Malawi,MWI,2019,4.966,5.716825192,Africa,19025752
Malaysia,MYS,2019,3.26,4.413187421,Asia,33440596
North America,NAC,2019,3.890566885,2.530365863,Africa,367908829
Namibia,NAM,2019,19.921,-0.839152163,Africa,2650494
New Caledonia,NCL,2019,10.88,-1.400000002,Oceania,283606
Niger,NER,2019,0.531,5.939852571,Africa,22947757
Nigeria,NGA,2019,5.206,2.208429277,Africa,209485641
Nicaragua,NIC,2019,5.472,-2.896869867,North America,6483657
Netherlands,NLD,2019,3.379,2.300091579,Europe,17344874
Norway,NOR,2019,3.684,1.12374695,Europe,5347896
Nepal,NPL,2019,10.389,6.657055431,Asia,28414064
New Zealand,NZL,2019,4.109,2.31747144,Oceania,4979200
OECD members,OED,2019,5.388357605,1.858012493,Other,1364155119
Oman,OMN,2019,2.04,-1.128638017,Asia,4591241
Other small states,OSS,2019,8.326514859,4.337806104,Other,12281907
Pakistan,PAK,2019,4.83,2.497636929,North America,230800899
Panama,PAN,2019,6.256,3.103067886,North America,4234700
Peru,PER,2019,3.379,2.240631769,South America,32449303
Philippines,PHL,2019,2.237,6.118525662,Asia,110804683
Papua New Guinea,PNG,2019,2.634,4.480514569,Oceania,9609010
Poland,POL,2019,3.267,4.580458173,Other,37965475
Pre-demographic dividend,PRE,2019,5.423094637,3.341231436,North America,972302503
Puerto Rico (US),PRI,2019,8.3,1.675463795,North America,3302691
"Korea, Dem. People's Rep.",PRK,2019,2.782,,North America,26037632
Portugal,PRT,2019,6.464,2.745684796,North America,10286263
Paraguay,PRY,2019,6.595,-0.401855101,North America,6515058
West Bank and Gaza,PSE,2019,25.34,1.362687466,Asia,4685306
Pacific island small states,PSS,2019,3.213943249,1.153618841,Asia,2568656
Post-demographic dividend,PST,2019,4.941201275,1.836391128,Asia,1114907717
French Polynesia,PYF,2019,11.565,2.700012067,South America,279034
Qatar,QAT,2019,0.1,0.688240955,Asia,2638657
Romania,ROU,2019,3.912,3.92326385,Europe,19371648
Russian Federation,RUS,2019,4.513,2.198075713,Europe,145453291
Rwanda,RWA,2019,11.236,9.447385186,Africa,12776103
South Asia,SAS,2019,6.298187323,4.094543065,Asia,1605412986
Saudi Arabia,SAU,2019,5.636,1.651563589,Asia,30063799
Sudan,SDN,2019,11.658,-2.178251045,Africa,45548175
Senegal,SEN,2019,2.863,4.613628097,Europe,16352922
Singapore,SGP,2019,3.1,1.308041182,Asia,5703569
Solomon Islands,SLB,2019,0.743,1.748566555,Africa,728147
Sierra Leone,SLE,2019,3.203,5.502709374,Africa,7731991
El Salvador,SLV,2019,4.17,2.437471591,Africa,6222318
"Somalia, Fed. Rep.",SOM,2019,18.828,2.824313365,Africa,16030971
Serbia,SRB,2019,10.395,4.750207939,South America,6945235
Sub-Saharan Africa (excluding high income),SSA,2019,6.67205826,2.418589163,Africa,1023480610
South Sudan,SSD,2019,12.709,,Africa,10423384
Sub-Saharan Africa,SSF,2019,6.267921211,2.696697023,Africa,1139315618
Small states,SST,2019,7.691148423,3.195248759,Africa,19293697
Sao Tome and Principe,STP,2019,8.831,2.014316721,Africa,213392
Suriname,SUR,2019,7.556,1.167589772,Other,605768
Slovak Republic,SVK,2019,5.761,2.2758991,North America,5454147
Slovenia,SVN,2019,4.446,3.505253324,North America,2088385
Sweden,SWE,2019,6.833,2.549647872,Other,10278887
Eswatini,SWZ,2019,28.138,6.083176451,Other,1179874
Syrian Arab Republic,SYR,2019,13.36,1.220705221,Asia,20353534
Chad,TCD,2019,1.084,5.388656469,North America,16685223
East Asia & Pacific (IDA & IBRD countries),TEA,2019,3.910558146,5.885713247,Other,2086281644
Europe & Central Asia (IDA & IBRD countries),TEC,2019,6.742706341,2.698036798,Other,462219596
Togo,TGO,2019,2.036,4.922925917,Africa,8463068
Thailand,THA,2019,0.716,2.114557796,Asia,71522271
Tajikistan,TJK,2019,11.419,7.400000163,Asia,9529966
Turkmenistan,TKM,2019,4.043,6.300000042,Oceania,6803944
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,8.104243491,0.678258288,Asia,625467307
Timor-Leste,TLS,2019,3.097,23.41201358,Asia,1300945
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2019,8.967066563,1.217942833,Asia,675805691
Tonga,TON,2019,2.157,-0.208433391,Oceania,105669
South Asia (IDA & IBRD),TSA,2019,6.298187323,4.094543065,Other,1605412986
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,6.267921211,2.696697023,Other,1139315618
Trinidad and Tobago,TTO,2019,3.523,0.471813384,North America,1363985
Tunisia,TUN,2019,17.153,1.587846655,Other,11875081
Turkiye,TUR,2019,13.73,0.818514527,Other,82579440
Tanzania,TZA,2019,2.496,5.8,Africa,59174891
Uganda,UGA,2019,3.06,6.438745033,Africa,42999637
Ukraine,UKR,2019,8.194,3.199503864,Other,44957458
Upper middle income,UMC,2019,6.093920605,4.164289727,Oceania,2770250954
Uruguay,URY,2019,8.836,0.928351141,Other,3397206
United States,USA,2019,3.669,2.58382533,North America,330226227
Uzbekistan,UZB,2019,4.932,6.779923997,Asia,32964701
St. Vincent and the Grenadines,VCT,2019,19.235,0.668428481,North America,104167
"Venezuela, RB",VEN,2019,5.876,,South America,28938098
Virgin Islands (U.S.),VIR,2019,12.551,2.908335497,North America,106669
Viet Nam,VNM,2019,1.681,7.359262701,Asia,97173776
Vanuatu,VUT,2019,5.444,3.241187655,Oceania,291985
Samoa,WSM,2019,7.838,4.451858917,Oceania,209780
"Yemen, Rep.",YEM,2019,17.202,,Asia,35111408
South Africa,ZAF,2019,28.468,0.259935577,Africa,59587885
Zambia,ZMB,2019,5.542,1.441306026,Africa,18513839
Zimbabwe,ZWE,2019,7.373,-6.332449751,Africa,15271368
Africa Eastern and Southern,AFE,2020,8.191394911,-2.859783921,Asia,694446100
Afghanistan,AFG,2020,11.71,-2.351100672,Asia,39068979
Africa Western and Central,AFW,2020,4.852392701,-0.984117425,Asia,474569351
Angola,AGO,2020,16.69,-5.638214717,North America,33451132
Albania,ALB,2020,11.69,-3.313756369,Europe,2837849
Arab World,ARB,2020,11.32561254,-4.757144996,South America,453723239
United Arab Emirates,ARE,2020,4.294,-4.957052433,South America,9401038
Argentina,ARG,2020,11.461,-9.900484814,South America,45191965
Armenia,ARM,2020,18.175,-7.199999999,South America,2961500
Australia,AUS,2020,6.456,-0.119590736,Oceania,25649248
Austria,AUT,2020,5.201,-6.318255092,Oceania,8916864
Azerbaijan,AZE,2020,7.24,-4.198960792,Asia,10093121
Burundi,BDI,2020,1.03,0.327156893,Asia,12617036
Belgium,BEL,2020,5.545,-4.792983908,Europe,11538604
Benin,BEN,2020,1.502,3.8487924,Europe,13070169
Burkina Faso,BFA,2020,5.04,2.010772624,Africa,21478690
Bangladesh,BGD,2020,5.436,3.448017551,Europe,166298024
Bulgaria,BGR,2020,5.125,-3.215737434,Europe,6550696
Bahrain,BHR,2020,1.781,-5.911362952,Asia,1472204
"Bahamas, The",BHS,2020,12.027,-20.08955543,Asia,395863
Bosnia and Herzegovina,BIH,2020,15.868,-3.015095148,Africa,3299349
Belarus,BLR,2020,4.049,-0.672742951,North America,9379952
Belize,BLZ,2020,10.784,-13.90291006,North America,390812
Bolivia,BOL,2020,7.903,-8.737884358,South America,11816299
Brazil,BRA,2020,13.697,-3.276758796,South America,208660842
Barbados,BRB,2020,9.777,-15.05436295,South America,281698
Brunei Darussalam,BRN,2020,7.409,1.133573406,South America,447404
Bhutan,BTN,2020,5.03,-10.21839742,Asia,770006
Botswana,BWA,2020,21.017,-8.728882411,Africa,2365894
Central African Republic,CAF,2020,6.196,0.899999997,North America,5026628
Canada,CAN,2020,9.657,-5.038233435,North America,38028638
Central Europe and the Baltics,CEB,2020,4.361481611,-3.315368105,Other,101215763
Switzerland,CHE,2020,4.817,-2.14173712,Europe,8638167
Channel Islands,CHI,2020,6.863,-8.896779266,Europe,166235
Chile,CHL,2020,10.934,-6.143474792,Europe,19370624
China,CHN,2020,5,2.340188431,Europe,1411100000
Cote d'Ivoire,CIV,2020,2.584,0.699728593,Africa,28915449
Cameroon,CMR,2020,3.87,0.259932916,Africa,26210558
"Congo, Dem. Rep.",COD,2020,5.345,1.735422767,South America,95989998
"Congo, Rep.",COG,2020,22.198,-6.26777228,South America,5752791
Colombia,COL,2020,15.983,-7.185914138,South America,50629997
Comoros,COM,2020,4.471,4.005317935,South America,802163
Cabo Verde,CPV,2020,14.69,-20.8052759,Other,514679
Costa Rica,CRI,2020,16.432,-4.273354322,North America,5034320
Caribbean small states,CSS,2020,9.86550042,-9.113253104,Other,4459302
Cuba,CUB,2020,2.24,-10.9490846,North America,11176354
Cyprus,CYP,2020,7.755,-3.220630186,Asia,1302247
Czechia,CZE,2020,2.55,-5.304879555,Europe,10697858
Germany,DEU,2020,3.881,-4.095137517,Europe,83160871
Djibouti,DJI,2020,27.713,1.202115173,Africa,1105188
Denmark,DNK,2020,5.637,-1.780106018,Other,5831404
Dominican Republic,DOM,2020,6.126,-7.929052342,North America,11008300
Algeria,DZA,2020,14.057,-4.999999999,Africa,44042091
East Asia & Pacific (excluding high income),EAP,2020,4.360739681,1.345288965,Other,2121866294
Early-demographic dividend,EAR,2020,7.410809782,-4.215304366,Other,3396051187
East Asia & Pacific,EAS,2020,4.289700499,-0.054128673,Other,2369438682
Europe & Central Asia (excluding high income),ECA,2020,9.316387245,0.295023817,South America,250660609
Europe & Central Asia,ECS,2020,7.113002368,-5.407884962,South America,923973838
Ecuador,ECU,2020,6.127,-9.245096192,South America,17546065
"Egypt, Arab Rep.",EGY,2020,7.974,3.550164838,Africa,109315124
Euro area,EMU,2020,7.829555597,-6.046391112,Other,346986142
Eritrea,ERI,2020,6.088,,Africa,3291271
Spain,ESP,2020,15.532,-10.94007064,Europe,47359424
Estonia,EST,2020,6.956,-2.883807515,Europe,1329522
Ethiopia,ETH,2020,3.994,6.059530891,Africa,118917671
European Union,EUU,2020,7.053502103,-5.573432884,Other,446870959
Fragile and conflict affected situations,FCS,2020,6.651807556,-5.023115941,Other,994901090
Finland,FIN,2020,7.759,-2.491036055,Europe,5529543
Fiji,FJI,2020,4.649,-17.03866737,Oceania,914963
France,FRA,2020,8.009,-7.440645899,Europe,67601110
Gabon,GAB,2020,21.27,-1.837761064,Africa,2322539
United Kingdom,GBR,2020,4.472,-10.29691886,Europe,66744000
Georgia,GEO,2020,11.73,-6.290471785,Asia,3722716
Ghana,GHA,2020,3.313,0.513941671,Africa,31887809
Guinea,GIN,2020,6.018,4.704590961,Europe,13371183
"Gambia, The",GMB,2020,5.892,0.591487288,Africa,2515733
Guinea-Bissau,GNB,2020,2.89,2.128114901,Africa,2013255
Equatorial Guinea,GNQ,2020,8.781,-4.791080834,Africa,1716468
Greece,GRC,2020,15.899,-9.196231497,Europe,10698599
Guatemala,GTM,2020,2.955,-1.785551945,North America,17357325
Guam,GUM,2020,6.248,-10.51885957,Oceania,162158
Guyana,GUY,2020,15.334,43.47965172,Oceania,807481
High income,HIC,2020,6.461614778,-3.874515987,Other,1393490142
"Hong Kong SAR, China",HKG,2020,5.808,-6.544783202,Asia,7481000
Honduras,HND,2020,10.982,-8.965082233,North America,10119640
Heavily indebted poor countries (HIPC),HPC,2020,5.084669868,0.239495193,Other,847743308
Croatia,HRV,2020,7.507,-8.311642579,Europe,3914206
Haiti,HTI,2020,15.546,-3.30550547,North America,11243848
Hungary,HUN,2020,4.25,-4.3387254,Europe,9670419
IBRD only,IBD,2020,6.972138213,-1.249100268,Other,4878606096
IDA & IBRD total,IBT,2020,6.643821142,-1.219681221,Other,6666779721
IDA total,IDA,2020,5.576853161,-0.858539024,Asia,1788173625
IDA blend,IDB,2020,5.847926637,-1.418325389,Asia,626440308
Indonesia,IDN,2020,4.255,-2.065511829,Asia,274814866
IDA only,IDX,2020,5.424442148,-0.315913886,Asia,1161733317
India,IND,2020,7.859,-5.777724707,Asia,1402617695
Ireland,IRL,2020,5.623,7.1578988,Asia,5039747
"Iran, Islamic Rep.",IRN,2020,9.687,3.330288459,Asia,87723443
Iraq,IRQ,2020,15.778,-12.03679309,Asia,42116605
Iceland,ISL,2020,5.478,-6.940453068,Europe,366463
Israel,ISR,2020,4.169,-2.021615482,Europe,9215100
Italy,ITA,2020,9.164,-8.868221222,Europe,59438851
Jamaica,JAM,2020,6.501,-9.920322451,Other,2830739
Jordan,JOR,2020,19.213,-1.102751883,Asia,10865228
Japan,JPN,2020,2.809,-4.168764571,Asia,126261000
Kazakhstan,KAZ,2020,4.89,-2.499999996,Other,19482117
Kenya,KEN,2020,5.619,-0.272766327,Africa,52217334
Kyrgyz Republic,KGZ,2020,4.63,-7.148977577,Asia,6726596
Cambodia,KHM,2020,0.172,-3.555721934,Asia,16725474
"Korea, Rep.",KOR,2020,3.931,-0.709415359,Other,51836239
Kuwait,KWT,2020,3.557,-4.817789823,Asia,4400267
Latin America & Caribbean (excluding high income),LAC,2020,10.21771636,-6.523609091,Asia,578091505
Lao PDR,LAO,2020,2.361,0.503031829,Asia,7346533
Lebanon,LBN,2020,13.284,-21.39989969,Asia,5702398
Liberia,LBR,2020,4.109,-2.982491276,Asia,5149463
Libya,LBY,2020,19.613,-29.45529673,Asia,7045399
St. Lucia,LCA,2020,25.224,-24.36147321,North America,178250
Latin America & Caribbean,LCN,2020,10.21428159,-6.617724975,North America,645497651
Least developed countries: UN classification,LDC,2020,5.639128799,-0.099896524,Other,1083636132
Low income,LIC,2020,6.114632525,-1.044167005,Europe,560643073
Sri Lanka,LKA,2020,5.364,-4.624515037,Asia,21919000
Lower middle income,LMC,2020,6.674717298,-3.601667273,Other,2968398856
Low & middle income,LMY,2020,6.690896715,-1.057443274,Other,6314223170
Lesotho,LSO,2020,18.399,-8.155958799,Africa,2235727
Late-demographic dividend,LTE,2020,5.918844427,0.30369378,Europe,2316461820
Lithuania,LTU,2020,8.487,0.042815834,Europe,2810369
Luxembourg,LUX,2020,6.766,-0.510051634,Europe,630419
Latvia,LVA,2020,8.098,-3.469227508,Europe,1900449
"Macao SAR, China",MAC,2020,2.566,-54.33610627,Africa,685400
Morocco,MAR,2020,11.223,-7.178207442,Africa,36584208
Moldova,MDA,2020,1.186,-8.27597832,Europe,2635130
Madagascar,MDG,2020,3.284,-7.137671621,Europe,28953556
Maldives,MDV,2020,5.434,-32.90882873,Europe,502118
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2020,9.214422512,-3.307831184,Europe,756405281
Mexico,MEX,2020,4.44,-8.354034566,Europe,126799054
Middle income,MIC,2020,6.73531873,-1.057606428,Other,5753580097
North Macedonia,MKD,2020,16.575,-4.68845001,Europe,1856124
Mali,MLI,2020,3.528,-1.16907501,Africa,21713836
Malta,MLT,2020,4.347,-3.358342532,Africa,515490
Myanmar,MMR,2020,1.476,-9.04834718,Asia,53016522
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2020,9.849293764,-2.86087725,Asia,692532027
Montenegro,MNE,2020,17.878,-15.30689376,Asia,626590
Mongolia,MNG,2020,6.594,-4.557751976,Asia,3327204
Mozambique,MOZ,2020,3.921,-1.2195225,Asia,30783688
Mauritania,MRT,2020,11.054,-0.360657384,Africa,4600131
Mauritius,MUS,2020,8.626,-14.54653815,Africa,1266014
Malawi,MWI,2020,5.728,0.79359643,Africa,19533888
Malaysia,MYS,2020,4.54,-5.456846584,Asia,33889558
North America,NAC,2020,8.230599907,-2.387608409,Africa,369670740
Namibia,NAM,2020,21.004,-8.101402014,Africa,2728762
New Caledonia,NCL,2020,13.558,-2.400000001,Oceania,284176
Niger,NER,2020,0.594,3.550641094,Africa,23717613
Nigeria,NGA,2020,5.742,-1.794253083,Africa,213996181
Nicaragua,NIC,2020,6.201,-2.236541763,North America,6565267
Netherlands,NLD,2020,3.82,-3.867953338,Europe,17441500
Norway,NOR,2020,4.424,-1.278171772,Europe,5379475
Nepal,NPL,2020,12.975,-2.369620629,Asia,28966574
New Zealand,NZL,2020,4.595,-0.307246896,Oceania,5090200
OECD members,OED,2020,7.150567539,-3.902176972,Other,1369327995
Oman,OMN,2020,2.94,-3.379720527,Asia,4522497
Other small states,OSS,2020,9.923990551,-5.797193478,Other,12417333
Pakistan,PAK,2020,6.127,-1.274087443,North America,235001746
Panama,PAN,2020,14.663,-17.82122997,North America,4293261
Peru,PER,2020,7.179,-10.9333065,South America,32838579
Philippines,PHL,2020,2.522,-9.51829474,Asia,112081264
Papua New Guinea,PNG,2020,2.883,-3.167432044,Oceania,9815746
Poland,POL,2020,3.155,-2.035568824,Other,37515748
Pre-demographic dividend,PRE,2020,5.960077686,-2.535408553,North America,998624261
Puerto Rico (US),PRI,2020,8.89,-4.180874309,North America,3281590
"Korea, Dem. People's Rep.",PRK,2020,2.948,,North America,26136312
Portugal,PRT,2020,6.801,-8.204632012,North America,10297081
Paraguay,PRY,2020,7.548,-0.819785391,North America,6603739
West Bank and Gaza,PSE,2020,25.895,-11.31846611,Asia,4803269
Pacific island small states,PSS,2020,3.179371277,-10.15092794,Asia,2595522
Post-demographic dividend,PST,2020,6.727514681,-4.07885321,Asia,1117025276
French Polynesia,PYF,2020,12.951,-7.050944221,South America,279209
Qatar,QAT,2020,0.14,-3.55760399,Asia,2794148
Romania,ROU,2020,5.035,-3.674384409,Europe,19265250
Russian Federation,RUS,2020,5.62,-2.653654501,Europe,145245148
Rwanda,RWA,2020,11.829,-3.373687464,Africa,13065837
South Asia,SAS,2020,7.61279542,-4.987501736,Asia,1621073417
Saudi Arabia,SAU,2020,7.66,-3.80476473,Asia,31552510
Sudan,SDN,2020,11.958,-3.629800824,Africa,46789231
Senegal,SEN,2020,3.437,1.342073773,Europe,16789219
Singapore,SGP,2020,4.1,-3.814708855,Asia,5685807
Solomon Islands,SLB,2020,0.864,-3.381147541,Africa,744498
Sierra Leone,SLE,2020,3.508,-1.253349032,Africa,7912558
El Salvador,SLV,2020,5.008,-7.89310136,Africa,6234673
"Somalia, Fed. Rep.",SOM,2020,19.413,-2.752481039,Africa,16651191
Serbia,SRB,2020,9.011,-0.950023992,South America,6899126
Sub-Saharan Africa (excluding high income),SSA,2020,7.137661197,-2.397348217,Africa,1049999318
South Sudan,SSD,2020,14.319,,Africa,10698467
Sub-Saharan Africa,SSF,2020,6.803309526,-1.994293579,Africa,1169015451
Small states,SST,2020,9.112836549,-6.941072494,Africa,19472157
Sao Tome and Principe,STP,2020,9.686,2.624859495,Africa,217435
Suriname,SUR,2020,8.76,-15.97519171,Other,612317
Slovak Republic,SVK,2020,6.719,-2.585512417,North America,5458827
Slovenia,SVN,2020,4.971,-4.085000949,North America,2102419
Sweden,SWE,2020,8.291,-2.005337522,Other,10353442
Eswatini,SWZ,2020,32.944,-2.862882137,Other,1192729
Syrian Arab Republic,SYR,2020,15.191,-0.697154504,Asia,21049429
Chad,TCD,2020,1.707,-0.408894363,North America,17224679
East Asia & Pacific (IDA & IBRD countries),TEA,2020,4.38272644,1.345178138,Other,2095759417
Europe & Central Asia (IDA & IBRD countries),TEC,2020,7.242965625,-1.461610846,Other,463151657
Togo,TGO,2020,2.225,1.992155019,Africa,8669720
Thailand,THA,2020,1.099,-6.050038469,Asia,71641484
Tajikistan,TJK,2020,12.321,4.400001116,Asia,9749310
Turkmenistan,TKM,2020,4.501,5.900000049,Oceania,6949912
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,10.35224945,-6.52902364,Asia,630051021
Timor-Leste,TLS,2020,2.782,31.96191857,Asia,1326053
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2020,9.753719796,-2.793961031,Asia,687728758
Tonga,TON,2020,2.699,1.783395899,Oceania,105704
South Asia (IDA & IBRD),TSA,2020,7.61279542,-4.987501736,Other,1621073417
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,6.803309526,-1.994293579,Other,1169015451
Trinidad and Tobago,TTO,2020,4.206,-8.90279446,North America,1366725
Tunisia,TUN,2020,17.656,-9.011934124,Other,11974057
Turkiye,TUR,2020,13.148,1.85987304,Other,83384680
Tanzania,TZA,2020,2.781,1.991964606,Africa,60972798
Uganda,UGA,2020,3.831,2.951306422,Africa,44457152
Ukraine,UKR,2020,9.475,-3.75281794,Other,44680014
Upper middle income,UMC,2020,6.786163326,-0.398382934,Oceania,2785181241
Uruguay,URY,2020,10.413,-7.357327065,Other,3398968
United States,USA,2020,8.055,-2.163029139,North America,331577720
Uzbekistan,UZB,2020,5.293,1.563342773,Asia,33586372
St. Vincent and the Grenadines,VCT,2020,20.636,-4.268924344,North America,103526
"Venezuela, RB",VEN,2020,7.53,,South America,28444077
Virgin Islands (U.S.),VIR,2020,15.191,-1.614938178,North America,106290
Viet Nam,VNM,2020,2.103,2.865413209,Asia,98079191
Vanuatu,VUT,2020,4.046,-4.992491429,Oceania,298858
Samoa,WSM,2020,7.435,-3.108444011,Oceania,211944
"Yemen, Rep.",YEM,2020,17.953,,Asia,36134863
South Africa,ZAF,2020,29.217,-6.168917715,Africa,60562381
Zambia,ZMB,2020,6.033,-2.785055065,Africa,19059395
Zimbabwe,ZWE,2020,8.621,-7.816932841,Africa,15526888
Africa Eastern and Southern,AFE,2021,8.577384992,4.563568076,Asia,713090928
Afghanistan,AFG,2021,11.994,-20.73883937,Asia,40000412
Africa Western and Central,AFW,2021,4.736731762,4.030000306,Asia,485920997
Angola,AGO,2021,15.799,1.199210521,North America,34532429
Albania,ALB,2021,11.474,8.969576191,Europe,2811666
Arab World,ARB,2021,10.88965878,4.40457596,South America,460646603
United Arab Emirates,ARE,2021,3.105,4.354755297,South America,9575152
Argentina,ARG,2021,8.736,10.44181199,South America,45312281
Armenia,ARM,2021,15.469,5.800000001,South America,2962300
Australia,AUS,2021,5.116,2.111168148,Oceania,25685412
Austria,AUT,2021,6.459,4.795328857,Oceania,8955797
Azerbaijan,AZE,2021,6.04,5.616440269,Asia,10137750
Burundi,BDI,2021,1.118,3.099999999,Asia,12965481
Belgium,BEL,2021,6.248,6.207599813,Europe,11586195
Benin,BEN,2021,1.779,7.155451646,Europe,13413417
Burkina Faso,BFA,2021,5.2,6.942524926,Africa,21995243
Bangladesh,BGD,2021,5.327,6.938679124,Europe,167658854
Bulgaria,BGR,2021,5.267,7.780614814,Europe,6507301
Bahrain,BHR,2021,1.541,4.350040917,Asia,1504365
"Bahamas, The",BHS,2021,11.032,17.58689737,Asia,396373
Bosnia and Herzegovina,BIH,2021,14.897,7.38996234,Africa,3244907
Belarus,BLR,2021,3.9,2.438862124,North America,9302585
Belize,BLZ,2021,10.322,17.74617012,North America,395346
Bolivia,BOL,2021,5.089,6.111372697,South America,11937360
Brazil,BRA,2021,13.158,4.762604379,South America,209550294
Barbados,BRB,2021,9.433,-0.25496588,South America,282147
Brunei Darussalam,BRN,2021,4.905,-1.590762481,South America,451721
Bhutan,BTN,2021,4.803,4.421367389,Asia,775442
Botswana,BWA,2021,23.106,11.91627241,Africa,2401441
Central African Republic,CAF,2021,6.375,0.982919996,North America,5112100
Canada,CAN,2021,7.527,5.950528028,North America,38239864
Central Europe and the Baltics,CEB,2021,4.46083553,6.546076817,Other,100205732
Switzerland,CHE,2021,5.013,5.559620206,Europe,8704546
Channel Islands,CHI,2021,6.875,9.93680137,Europe,166741
Chile,CHL,2021,9.281,11.31492049,Europe,19456334
China,CHN,2021,4.55,8.570085132,Europe,1412360000
Cote d'Ivoire,CIV,2021,2.63,7.063329102,Africa,29639736
Cameroon,CMR,2021,3.973,3.338857472,Africa,26915758
"Congo, Dem. Rep.",COD,2021,5.28,6.200154011,South America,99148932
"Congo, Rep.",COG,2021,21.96,1.01507037,South America,5892183
Colombia,COL,2021,13.898,10.80119819,South America,51188173
Comoros,COM,2021,4.394,2.725798451,South America,818174
Cabo Verde,CPV,2021,13.976,7.033530107,Other,516649
Costa Rica,CRI,2021,15.139,7.935762247,North America,5059988
Caribbean small states,CSS,2021,9.538943393,6.47906911,Other,4479167
Cuba,CUB,2021,2.116,1.253693425,North America,11122168
Cyprus,CYP,2021,7.513,11.38818927,Asia,1317309
Czechia,CZE,2021,2.803,4.029018321,Europe,10505772
Germany,DEU,2021,3.594,3.669999884,Europe,83196078
Djibouti,DJI,2021,27.668,4.407156676,Africa,1121248
Denmark,DNK,2021,5.043,7.382066334,Other,5856733
Dominican Republic,DOM,2021,7.702,14.01242891,North America,11123476
Algeria,DZA,2021,13.63,3.799999999,Africa,44761099
East Asia & Pacific (excluding high income),EAP,2021,4.122485917,7.719798659,Other,2128553744
Early-demographic dividend,EAR,2021,6.786333959,7.5064814,Other,3432026092
East Asia & Pacific,EAS,2021,4.054342453,6.339735835,Other,2375144416
Europe & Central Asia (excluding high income),ECA,2021,9.010554343,9.044767936,South America,252189631
Europe & Central Asia,ECS,2021,6.910928566,6.766424481,South America,924702975
Ecuador,ECU,2021,4.552,9.42189269,South America,17682454
"Egypt, Arab Rep.",EGY,2021,7.441,3.290646012,Africa,110957008
Euro area,EMU,2021,7.722352289,6.358447428,Other,347207191
Eritrea,ERI,2021,6.177,,Africa,3350183
Spain,ESP,2021,14.781,6.683144205,Europe,47443821
Estonia,EST,2021,6.178,7.154446763,Europe,1330932
Ethiopia,ETH,2021,3.935,5.641530693,Africa,122138588
European Union,EUU,2021,7.014184537,6.357135857,Other,446227358
Fragile and conflict affected situations,FCS,2021,6.777619441,2.440370296,Other,1016906998
Finland,FIN,2021,7.617,2.676346415,Europe,5541017
Fiji,FJI,2021,4.701,-4.881036196,Oceania,916711
France,FRA,2021,7.874,6.882337834,Europe,67842811
Gabon,GAB,2021,21.218,1.467957315,Africa,2376722
United Kingdom,GBR,2021,4.826,8.575950874,Europe,66984000
Georgia,GEO,2021,11.791,10.64423366,Asia,3708610
Ghana,GHA,2021,3.384,5.076466435,Africa,32518665
Guinea,GIN,2021,5.827,5.582332811,Europe,13710513
"Gambia, The",GMB,2021,6.269,5.255968788,Africa,2576010
Guinea-Bissau,GNB,2021,3.031,5.237366406,Africa,2058841
Equatorial Guinea,GNQ,2021,8.976,0.860269956,Africa,1758786
